filename,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127
022.png,1,0.0,0.0,0.0,23.010103,16.004751,0.0,0.0,15.729629,0.0,0.0,0.0,0.0,0.0,0.0,42.040108,0.0,39.378654,0.0,38.37907,0.0,1.3481258,0.0,0.0,0.0,57.097923,0.0,17.44865,0.0,0.0,0.0,0.0,1.4939423,0.0,35.211212,36.511417,0.0,0.0,0.0,22.661188,0.0,0.0,0.0,0.0,0.0,0.0,30.823853,0.0,24.067322,33.701057,18.195026,28.955547,19.451555,0.0,0.0,32.847675,0.29383463,0.0,0.0,0.0,0.0,0.0,32.490025,0.0,35.855717,1.3085682,0.0,0.0,21.58462,0.0,10.090304,4.296148,29.885279,20.701189,0.0,0.0,38.457253,0.0,44.490955,0.0,23.83804,0.0,0.0,0.0,45.99539,52.180016,8.345816,6.278434,0.0,0.0,0.0,6.6379986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.045941,0.0,10.068689,0.0,2.8216934,0.0,42.6061,0.8018724,0.0,46.7388,0.5379856,13.098348,0.0,18.420784,2.432099,0.0,0.0,0.0,0.0,0.0,34.019325,0.0,0.0,0.0,0.0,0.0,0.0,10.685339,0.0,0.0
023.png,1,0.0,0.0,0.0,13.378286,9.574333,0.0,0.0,9.216775,0.0,0.0,0.0,0.0,0.0,0.0,24.940538,0.0,22.779434,0.0,21.79509,0.0,1.1746095,0.0,0.0,0.0,33.11797,0.0,10.148895,0.0,0.0,0.0,0.0,1.3314797,0.0,20.974718,21.606594,0.0,0.0,0.0,12.529369,0.0,0.0,0.0,0.0,0.0,0.0,17.639725,0.0,14.202536,20.20122,10.702625,16.825056,10.962656,0.0,0.0,19.525017,0.27487367,0.0,0.0,0.0,0.0,0.0,19.086916,0.0,21.011345,0.4058684,0.0,0.0,12.150027,0.0,6.3618436,2.9498687,17.475933,11.896941,0.0,0.0,22.531054,0.0,26.022837,0.0,13.60479,0.0,0.0,0.0,26.629827,30.182417,4.9172635,3.5245118,0.0,0.0,0.0,3.6729324,0.0,0.0,0.0,0.0,0.1301698,0.0,0.0,6.4743457,0.0,6.1094084,0.0,0.8907795,0.0,24.818396,0.5818018,0.0,26.846863,0.27846968,7.2935696,0.0,10.092252,1.3972493,0.0,0.0,0.0,0.0,0.0,19.66219,0.0,0.0,0.0,0.0,0.0,0.0,6.266049,0.0,0.0
024.png,1,0.0,0.0,0.0,4.7795596,3.2383626,0.0,0.0,2.8581336,0.0,0.0,0.0,0.0,0.0,0.0,8.193132,0.0,7.4062643,0.0,6.738842,0.2468946,0.8094364,0.0,0.0,0.0,10.64399,0.0,3.2766051,0.0,0.0,0.0,0.0,0.32005522,0.0,7.0785155,6.9179378,0.0,0.0,0.0,3.8142614,0.0,0.0,0.0,0.0,0.0,0.0,5.590105,0.0,4.257599,6.815054,3.6596303,5.5979238,3.7160668,0.0,0.0,6.5176406,0.0,0.0,0.0,0.0,0.0,0.0,6.5263057,0.0,7.111507,0.0,0.0,0.0,3.950627,0.0,2.0481377,0.86752987,5.934582,4.314957,0.0,0.0,7.7284403,0.0,8.878963,0.0,4.6353087,0.0,0.0,0.0,8.464768,9.758672,1.6948675,1.1200695,0.0,0.0,0.0,1.085743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.989999,0.0,1.94705,0.0,0.0,0.0,7.729353,0.42604354,0.0,8.564037,0.18326803,2.0864928,0.0,2.9474158,0.5025726,0.0,0.0,0.0,0.0,0.0,6.2884626,0.0,0.0,0.0,0.0,0.0,0.0,2.441654,0.0,0.0
025.png,1,0.0,0.0,0.0,14.165943,10.291247,0.0,0.0,9.346003,0.0,0.0,0.0,0.0,0.0,0.0,26.380379,0.0,23.943018,0.0,23.063,0.00044787387,0.99073595,0.0,0.0,0.0,35.009045,0.0,10.559626,0.0,0.0,0.0,0.0,1.8947746,0.0,21.889942,23.221834,0.0,0.0,0.0,13.481657,0.0,0.0,0.0,0.0,0.0,0.0,18.722784,0.0,15.1392765,21.123392,11.456759,18.226044,11.632587,0.0,0.0,20.703617,0.18952364,0.0,0.0,0.0,0.0,0.0,20.052841,0.0,22.19716,0.7893821,0.0,0.0,12.900415,0.0,7.12574,2.5990524,18.419695,12.909045,0.0,0.0,24.202168,0.0,27.755049,0.0,14.337141,0.0,0.0,0.0,28.16094,31.97846,5.6566696,3.9080875,0.0,0.0,0.0,3.9066443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.911033,0.0,6.281059,0.0,0.74813175,0.0,25.902403,0.8945335,0.0,28.175013,0.36058822,8.0046625,0.0,10.8279295,1.4436296,0.0,0.0,0.0,0.0,0.0,21.24195,0.0,0.0,0.0,0.0,0.0,0.0,6.338431,0.0,0.0
026.png,1,0.0,0.0,0.0,16.486483,11.759725,0.0,0.0,11.372009,0.0,0.0,0.0,0.0,0.0,0.0,31.226366,0.0,28.492388,0.0,27.842922,0.0,1.4985312,0.0,0.0,0.0,41.62275,0.0,12.738291,0.0,0.0,0.0,0.0,1.7263736,0.0,25.758148,27.383255,0.0,0.0,0.0,16.142374,0.0,0.0,0.0,0.0,0.0,0.0,23.014202,0.0,17.82018,24.706715,13.599937,21.158697,13.809682,0.0,0.0,24.119226,0.19152588,0.0,0.0,0.0,0.0,0.0,23.848461,0.0,26.206999,1.0214586,0.0,0.0,15.223598,0.0,7.968446,3.3611276,21.693628,15.437629,0.0,0.0,28.103182,0.0,32.9773,0.0,17.154432,0.0,0.0,0.0,33.713,38.145958,6.475564,4.7801137,0.0,0.0,0.0,4.4952793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.310866,0.0,7.448285,0.0,1.4759121,0.0,31.13592,0.9780022,0.0,33.747192,0.1555588,9.549392,0.0,13.349812,1.733304,0.0,0.0,0.0,0.0,0.0,24.95344,0.0,0.0,0.0,0.0,0.0,0.0,7.5756063,0.0,0.0
027.png,1,0.0,0.0,0.0,20.606558,14.637663,0.0,0.0,14.177615,0.0,0.0,0.0,0.0,0.0,0.0,38.061695,0.0,34.50508,0.0,33.6423,0.4409144,1.5099429,0.0,0.0,0.0,50.79529,0.0,15.255038,0.0,0.0,0.0,0.0,1.8187832,0.0,31.4125,33.35433,0.0,0.0,0.0,19.585669,0.0,0.0,0.0,0.0,0.0,0.0,27.011238,0.0,21.218311,29.814081,16.319328,25.988499,16.77934,0.0,0.0,29.68244,0.09867662,0.0,0.0,0.0,0.0,0.0,29.018904,0.0,32.32466,1.0243946,0.0,0.0,18.997612,0.0,9.538616,3.4575958,26.605463,18.406914,0.0,0.0,34.38724,0.0,39.75165,0.0,21.10537,0.0,0.0,0.0,40.838337,46.490433,7.4969683,5.7167816,0.0,0.0,0.0,5.5150166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.970144,0.0,8.896342,0.0,1.9889355,0.0,37.626217,1.3442577,0.0,41.14722,0.59464073,11.625015,0.0,15.902018,2.0923746,0.0,0.0,0.0,0.0,0.0,30.451723,0.0,0.0,0.0,0.0,0.0,0.0,9.545765,0.0,0.0
028.png,1,0.0,0.0,0.0,22.346418,15.683951,0.0,0.0,15.151882,0.0,0.0,0.0,0.0,0.0,0.0,40.140408,0.0,37.314323,0.0,35.818935,0.0,1.7896194,0.0,0.0,0.0,54.421696,0.0,16.338333,0.0,0.0,0.0,0.0,1.6706836,0.0,33.276047,34.75802,0.0,0.0,0.0,21.094215,0.0,0.0,0.0,0.0,0.0,0.0,29.01194,0.0,22.937077,31.769629,17.301193,27.829676,17.99149,0.0,0.0,31.178717,0.0,0.0,0.0,0.0,0.0,0.0,31.0255,0.0,34.427166,1.1219568,0.0,0.0,20.740519,0.0,9.513858,3.7028975,28.64878,19.885609,0.0,0.0,36.77386,0.0,42.334465,0.0,22.895458,0.0,0.0,0.0,43.78586,49.85811,7.8670173,5.7885685,0.0,0.0,0.0,6.164533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5439,0.0,9.640631,0.0,2.5087967,0.0,40.075207,1.1478144,0.0,44.217567,0.5533132,12.335694,0.0,17.487982,2.1304889,0.0,0.0,0.0,0.0,0.0,32.221554,0.0,0.0,0.0,0.0,0.0,0.0,10.537075,0.0,0.0
029.png,1,0.0,0.0,0.0,8.089424,6.321942,0.0,0.0,5.7776685,0.0,0.0,0.0,0.0,0.0,0.0,16.093979,0.0,14.3719225,0.0,14.18609,0.10715688,0.89102954,0.0,0.0,0.0,21.013529,0.0,6.4291925,0.0,0.0,0.0,0.0,1.0837121,0.0,13.517471,14.341078,0.0,0.0,0.0,7.9991136,0.0,0.0,0.0,0.0,0.0,0.0,11.513695,0.0,8.937633,13.266575,7.0832367,10.702122,6.8211055,0.0,0.0,12.508132,0.3403532,0.0,0.0,0.0,0.0,0.0,12.154763,0.0,13.306401,0.4242667,0.0,0.0,7.346359,0.0,4.3624516,2.0258613,10.813482,7.863308,0.0,0.0,14.304799,0.0,16.967493,0.0,8.313769,0.0,0.0,0.0,16.747246,18.977762,3.8898928,2.424255,0.0,0.0,0.0,2.3526297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09565,0.0,3.9758828,0.0,0.15126707,0.0,15.82762,0.6343514,0.0,16.621536,0.0,4.857389,0.0,6.1161594,1.1675775,0.0,0.0,0.0,0.0,0.0,12.969314,0.0,0.0,0.0,0.0,0.0,0.0,3.4487069,0.0,0.0
030.png,1,0.0,0.0,0.0,26.244442,18.864487,0.0,0.0,18.1678,0.0,0.0,0.0,0.0,0.0,0.0,47.970757,0.0,43.611683,0.0,42.488804,0.4043491,2.2838774,0.0,0.0,0.0,63.89629,0.0,19.837479,0.0,0.0,0.0,0.0,1.6609194,0.0,39.352818,41.050377,0.0,0.0,0.0,24.758324,0.0,0.0,0.0,0.0,0.0,0.0,33.98288,0.0,27.149757,37.634274,20.545525,32.69418,21.570736,0.0,0.0,36.78868,0.07538217,0.0,0.0,0.0,0.0,0.0,36.69615,0.0,40.81087,1.8404158,0.0,0.0,24.545738,0.0,11.549376,4.2451324,33.5653,23.129868,0.0,0.0,43.502094,0.0,50.344727,0.0,27.182755,0.0,0.0,0.0,51.296555,58.72297,9.119906,6.7205005,0.0,0.0,0.0,6.8139195,0.0,0.0,0.0,0.0,0.34722584,0.0,0.0,12.660649,0.0,11.3839855,0.0,3.3005095,0.0,47.63678,1.1958033,0.0,52.302284,0.8822707,14.873887,0.0,20.787996,2.4954343,0.0,0.0,0.0,0.0,0.0,37.66669,0.0,0.0,0.0,0.0,0.0,0.0,12.253578,0.0,0.0
031.png,1,0.0,0.0,0.0,5.501878,3.9261618,0.0,0.0,3.686118,0.0,0.0,0.0,0.0,0.0,0.0,9.76272,0.0,8.715172,0.0,8.131862,0.1955179,0.8526975,0.0,0.0,0.0,12.81594,0.0,3.9318223,0.0,0.0,0.0,0.0,0.7037968,0.0,8.67951,8.712665,0.0,0.0,0.0,4.703512,0.0,0.0,0.0,0.0,0.0,0.0,6.7982864,0.0,5.237064,7.9177656,5.0176873,6.589084,4.377899,0.0,0.0,7.866001,0.0,0.0,0.0,0.0,0.0,0.0,7.357365,0.0,8.65905,0.040025234,0.0,0.0,4.7037463,0.0,2.8345425,1.039907,7.2962565,4.723877,0.0,0.0,9.109259,0.0,10.598198,0.0,5.5118556,0.0,0.0,0.0,9.911676,11.710028,2.1301472,1.4198606,0.0,0.0,0.0,1.2296597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2666578,0.0,2.3604312,0.0,0.0,0.0,9.392249,0.5075815,0.0,10.348888,0.44591704,2.574082,0.0,3.5684586,0.58102083,0.0,0.0,0.0,0.0,0.0,7.4786677,0.0,0.0,0.0,0.0,0.0,0.0,2.70795,0.0,0.0
032.png,1,0.0,0.0,0.0,6.5122833,4.816544,0.0,0.0,4.550475,0.0,0.0,0.0,0.0,0.0,0.0,12.290988,0.0,10.575007,0.0,10.163121,0.59305626,1.1787645,0.0,0.0,0.0,15.540519,0.0,4.842668,0.0,0.0,0.0,0.0,0.9767088,0.0,10.467579,10.448038,0.0,0.0,0.0,5.4476666,0.0,0.0,0.0,0.0,0.0,0.0,8.426395,0.0,6.534847,9.675712,5.4840074,7.939777,5.200606,0.0,0.0,9.482396,0.057085212,0.0,0.0,0.0,0.0,0.0,9.266452,0.0,10.062298,0.17195278,0.0,0.0,5.9601903,0.0,3.245752,1.232815,8.344713,6.0397086,0.0,0.0,10.890782,0.0,12.710379,0.0,6.650308,0.0,0.0,0.0,12.101503,14.318774,2.5849836,1.6698045,0.0,0.0,0.0,1.8301837,0.0,0.0,0.0,0.0,0.06313722,0.0,0.0,3.3053832,0.0,2.9011009,0.0,0.23414709,0.0,11.971816,0.42450896,0.0,12.505941,0.38651744,3.4277074,0.0,4.488614,0.70179373,0.0,0.0,0.0,0.0,0.0,9.249095,0.0,0.0,0.0,0.0,0.0,0.0,2.9963963,0.0,0.0
033.png,1,0.0,0.0,0.0,27.699717,19.860811,0.0,0.0,19.4718,0.0,0.0,0.0,0.0,0.0,0.0,50.729065,0.0,46.576054,0.0,45.149876,0.15995097,2.3432307,0.0,0.0,0.0,67.885086,0.0,20.738728,0.0,0.0,0.0,0.0,1.7066728,0.0,42.198235,43.832706,0.0,0.0,0.0,26.430729,0.0,0.0,0.0,0.0,0.0,0.0,36.481968,0.0,28.883205,40.232666,22.013878,34.86704,22.61342,0.0,0.0,39.574158,0.0,0.0,0.0,0.0,0.0,0.0,38.62756,0.0,42.91701,1.7187064,0.0,0.0,26.367296,0.0,12.38863,4.6333313,36.1545,24.32048,0.0,0.0,46.178814,0.0,53.15607,0.0,28.827995,0.0,0.0,0.0,54.66121,62.522465,10.109341,7.0150394,0.0,0.0,0.0,7.3021755,0.0,0.0,0.0,0.0,0.34088916,0.0,0.0,13.1243515,0.0,12.014983,0.0,3.2014074,0.0,50.726524,0.89576304,0.0,55.17753,0.54140335,15.684266,0.0,22.224852,2.76781,0.0,0.0,0.0,0.0,0.0,40.278248,0.0,0.0,0.0,0.0,0.0,0.0,12.715183,0.0,0.0
034.png,1,0.0,0.0,0.0,24.878996,18.611095,0.0,0.0,17.886875,0.0,0.0,0.0,0.0,0.0,0.0,47.311382,0.0,42.96545,0.0,42.22851,0.25701427,2.0940192,0.0,0.0,0.0,63.08881,0.0,19.304218,0.0,0.0,0.0,0.0,1.861463,0.0,38.94541,41.248413,0.0,0.0,0.0,24.616898,0.0,0.0,0.0,0.0,0.0,0.0,33.808773,0.0,26.98738,37.39695,20.445162,32.11249,20.94508,0.0,0.0,36.681236,0.0,0.0,0.0,0.0,0.0,0.0,35.900272,0.0,39.986427,1.6099198,0.0,0.0,23.794819,0.0,11.993189,4.464233,33.21106,22.184568,0.0,0.0,42.89442,0.0,49.355946,0.0,26.201231,0.0,0.0,0.0,50.594315,57.93566,9.236273,6.776546,0.0,0.0,0.0,6.863406,0.0,0.0,0.0,0.0,0.74404544,0.0,0.0,12.204196,0.0,11.208372,0.0,2.7981892,0.0,47.31498,0.7972723,0.0,51.211708,0.6092115,14.467844,0.0,20.551409,2.3889496,0.0,0.0,0.0,0.0,0.0,37.246723,0.0,0.0,0.0,0.0,0.0,0.0,11.563814,0.0,0.0
035.png,1,0.0,0.0,0.0,14.965362,11.007531,0.0,0.0,10.382036,0.0,0.0,0.0,0.0,0.0,0.0,27.655102,0.0,25.045517,0.0,23.987453,0.18302703,1.5047176,0.0,0.0,0.0,36.379627,0.0,11.485812,0.0,0.0,0.0,0.0,1.3354859,0.0,23.0751,24.024887,0.0,0.0,0.0,14.156181,0.0,0.0,0.0,0.0,0.0,0.0,19.819466,0.0,15.653652,21.942059,12.2335005,18.879187,12.046133,0.0,0.0,21.415813,0.105863035,0.0,0.0,0.0,0.0,0.0,20.749853,0.0,23.290968,0.93062997,0.0,0.0,13.879129,0.0,6.991649,2.8615723,19.713919,13.35641,0.0,0.0,24.833763,0.0,28.834827,0.0,15.243766,0.0,0.0,0.0,29.257732,33.766335,5.564703,3.9127738,0.0,0.0,0.0,4.040897,0.0,0.0,0.0,0.0,0.013833212,0.0,0.0,7.3781304,0.0,6.411999,0.0,1.542242,0.0,27.649214,0.41297254,0.0,29.439375,0.5392022,8.094279,0.0,11.543382,1.7281669,0.0,0.0,0.0,0.0,0.0,21.225128,0.0,0.0,0.0,0.0,0.0,0.0,6.791589,0.0,0.0
036.png,1,0.0,0.0,0.0,23.24557,16.682434,0.0,0.0,16.018095,0.0,0.0,0.0,0.0,0.0,0.0,42.525955,0.0,39.068,0.0,37.75476,0.0,1.9557915,0.0,0.0,0.0,56.840466,0.0,17.514671,0.0,0.0,0.0,0.0,1.3861924,0.0,34.85889,36.80786,0.0,0.0,0.0,22.58327,0.0,0.0,0.0,0.0,0.0,0.0,30.674738,0.0,24.144863,33.596085,18.527603,28.97294,19.138737,0.0,0.0,32.65521,0.0,0.0,0.0,0.0,0.0,0.0,32.171833,0.0,36.214977,1.4037645,0.0,0.0,21.601896,0.0,10.250363,3.98487,30.536835,20.455023,0.0,0.0,38.68513,0.0,44.766323,0.0,23.957886,0.0,0.0,0.0,45.994186,52.321526,8.2137985,5.838459,0.0,0.0,0.0,5.9197183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.159462,0.0,9.797795,0.0,2.726201,0.0,42.48223,0.7698282,0.0,46.452248,0.7631322,12.946971,0.0,18.51468,2.1543748,0.0,0.0,0.0,0.0,0.0,32.94418,0.0,0.0,0.0,0.0,0.0,0.0,10.926325,0.0,0.0
037.png,1,0.0,0.0,0.0,20.580414,15.504596,0.0,0.0,14.47909,0.0,0.0,0.0,0.0,0.0,0.0,38.536655,0.0,35.257843,0.0,34.49084,0.11384011,1.9724772,0.0,0.0,0.0,51.54305,0.0,15.9619055,0.0,0.0,0.0,0.0,1.4454031,0.0,31.87431,33.338654,0.0,0.0,0.0,20.418282,0.0,0.0,0.0,0.0,0.0,0.0,27.721832,0.0,21.948776,30.69919,16.710894,26.378119,17.286655,0.0,0.0,29.84212,0.0,0.0,0.0,0.0,0.0,0.0,29.283873,0.0,32.65826,1.2138251,0.0,0.0,19.645897,0.0,9.696673,3.7482586,27.493263,18.138142,0.0,0.0,35.27232,0.0,40.345062,0.0,21.66615,0.0,0.0,0.0,41.36196,47.352436,7.5779905,5.460749,0.0,0.0,0.0,5.5108504,0.0,0.0,0.0,0.0,0.2980246,0.0,0.0,9.73128,0.0,9.139401,0.0,2.4099302,0.0,38.53618,0.52844083,0.0,41.740288,0.4340497,11.682532,0.0,16.788004,2.0074284,0.0,0.0,0.0,0.0,0.0,30.100317,0.0,0.0,0.0,0.0,0.0,0.0,9.396279,0.0,0.0
038.png,1,0.0,0.0,0.0,9.451226,7.467654,0.0,0.0,6.445977,0.0,0.0,0.0,0.0,0.0,0.0,17.670517,0.0,15.600529,0.0,14.835312,0.21311581,1.2312282,0.0,0.0,0.0,23.25489,0.0,7.350869,0.0,0.0,0.0,0.0,0.92542535,0.0,14.553213,15.167594,0.0,0.0,0.0,9.095259,0.0,0.0,0.0,0.0,0.0,0.0,12.492491,0.0,9.640693,13.774089,7.873849,12.20883,7.6202993,0.0,0.0,13.662876,0.0,0.0,0.0,0.0,0.0,0.0,13.496686,0.0,15.325543,0.25719273,0.0,0.0,8.68035,0.0,4.461694,1.9791193,12.775751,8.221084,0.0,0.0,15.879331,0.0,18.317886,0.0,9.810164,0.0,0.0,0.0,18.213959,21.453192,3.2857218,2.3654218,0.0,0.0,0.0,2.4352236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7059593,0.0,3.8487756,0.0,1.0379796,0.0,17.290646,0.11474548,0.0,18.532833,0.56456673,4.8129997,0.0,6.922166,1.239102,0.0,0.0,0.0,0.0,0.0,12.835219,0.0,0.0,0.0,0.0,0.0,0.0,4.207188,0.0,0.0
039.png,1,0.0,0.0,0.0,3.6392825,2.9474747,0.0,0.0,2.1744082,0.0,0.0,0.0,0.0,0.0,0.0,5.929225,0.0,5.6373887,0.0,4.761806,0.11259968,1.0036463,0.0,0.0,0.0,7.7378664,0.0,2.3745437,0.0,0.0,0.0,0.0,0.11989918,0.0,5.4422383,4.662268,0.0,0.0,0.0,2.784352,0.0,0.0,0.0,0.0,0.0,0.0,4.493577,0.0,2.955571,5.1829877,3.0359879,4.1594768,2.6398509,0.0,0.0,4.5463853,0.0,0.0,0.0,0.0,0.0,0.0,4.294616,0.0,5.108496,0.04112023,0.0,0.0,2.5788188,0.0,1.4240823,0.6161777,5.0149045,3.2329056,0.0,0.0,5.262212,0.0,6.934279,0.0,3.4820127,0.0,0.0,0.0,5.645102,7.3568215,1.1900465,0.5519864,0.0,0.0,0.0,0.7083953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1347914,0.0,1.5056223,0.0,0.0,0.0,5.7205205,0.24389462,0.0,5.7461667,0.12373562,1.4720713,0.0,1.8454347,0.35118985,0.0,0.0,0.0,0.0,0.0,3.940304,0.0,0.0,0.0,0.0,0.0,0.0,1.9067236,0.0,0.0
040.png,1,0.0,0.0,0.0,9.318004,6.6751847,0.0,0.0,6.2223577,0.0,0.0,0.0,0.0,0.0,0.0,16.908989,0.0,15.194028,0.0,14.023724,0.4493851,1.1545743,0.0,0.0,0.0,22.101484,0.0,6.953279,0.0,0.0,0.0,0.0,0.7128057,0.0,14.133728,14.380629,0.0,0.0,0.0,8.256215,0.0,0.0,0.0,0.0,0.0,0.0,11.849728,0.0,9.112551,13.234948,7.4092727,11.377972,7.2156205,0.0,0.0,13.327544,0.0,0.0,0.0,0.0,0.0,0.0,12.450751,0.0,14.146176,0.45433643,0.0,0.0,8.474068,0.0,4.2056794,1.7029548,12.149723,8.38355,0.0,0.0,15.087104,0.0,17.762524,0.0,9.53243,0.0,0.0,0.0,17.436466,20.485695,3.2728102,2.4502501,0.0,0.0,0.0,2.475122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7651234,0.0,3.7050428,0.0,0.65069246,0.0,16.54617,0.41734466,0.0,17.767607,0.38998523,4.9619374,0.0,6.6919937,0.7659719,0.0,0.0,0.0,0.0,0.0,12.533135,0.0,0.0,0.0,0.0,0.0,0.0,4.4251623,0.0,0.0
041.png,1,0.0,0.0,0.0,1.6511099,1.845104,0.0,0.0,1.0999234,0.0,0.0,0.0,0.0,0.0,0.0,3.9852417,0.0,3.6521745,0.0,3.6318178,0.29926965,0.8649438,0.0,0.0,0.0,5.191002,0.0,1.5597063,0.0,0.0,0.0,0.0,0.27301624,0.0,3.3669612,3.5525737,0.0,0.0,0.0,1.6525439,0.0,0.0,0.0,0.0,0.0,0.0,2.7586856,0.0,1.808662,4.033586,1.272168,2.3517487,1.826086,0.0,0.0,3.3245602,0.0,0.0,0.0,0.0,0.0,0.0,3.011645,0.0,2.9787397,0.0,0.0,0.0,1.3523592,0.0,1.4736748,0.7318965,2.7971137,2.1106217,0.0,0.0,3.831976,0.0,4.684573,0.0,2.0532668,0.0,0.0,0.0,3.8386722,4.267246,1.2175876,0.63588,0.0,0.0,0.0,0.26948068,0.0,0.0,0.0,0.0,0.090609774,0.0,0.0,1.2594063,0.0,1.089277,0.0,0.0,0.0,3.9308636,0.13257296,0.0,3.8333116,0.0,0.93251055,0.0,0.99967337,0.09555208,0.0,0.0,0.0,0.0,0.0,3.0417335,0.0,0.0,0.0,0.0,0.0,0.0,0.9453309,0.0,0.0
042.png,1,0.0,0.0,0.0,5.052184,3.651584,0.0,0.0,3.1783743,0.0,0.0,0.0,0.0,0.0,0.0,9.306392,0.0,8.43694,0.0,8.145218,0.08275277,0.9730519,0.0,0.0,0.0,12.156258,0.0,3.8790333,0.0,0.0,0.0,0.0,0.3678165,0.0,7.851975,8.102647,0.0,0.0,0.0,4.7478967,0.0,0.0,0.0,0.0,0.0,0.0,6.7567387,0.0,5.0079126,7.832426,3.9119198,6.0322013,4.1056395,0.0,0.0,7.422864,0.0,0.0,0.0,0.0,0.0,0.0,7.3686314,0.0,7.751481,0.0,0.0,0.0,4.2159514,0.0,2.2092998,1.2835364,6.5113044,4.758501,0.0,0.0,8.371387,0.0,10.070477,0.0,5.153757,0.0,0.0,0.0,9.8181505,11.026217,2.4950452,1.3266599,0.0,0.0,0.0,1.221599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.819277,0.0,2.4015694,0.0,0.013836401,0.0,9.090091,0.31716564,0.0,9.728966,0.031446327,2.7332618,0.0,3.3695,0.46015918,0.0,0.0,0.0,0.0,0.0,7.3110523,0.0,0.0,0.0,0.0,0.0,0.0,2.1628406,0.0,0.0
043.png,1,0.0,0.0,0.0,24.510132,17.547981,0.0,0.0,16.398973,0.0,0.0,0.0,0.0,0.0,0.0,44.458755,0.0,41.36249,0.0,39.24503,0.44374824,1.7982894,0.0,0.0,0.0,59.78449,0.0,18.387167,0.0,0.0,0.0,0.0,1.5477463,0.0,36.46978,38.783512,0.0,0.0,0.0,23.13908,0.0,0.0,0.0,0.0,0.0,0.0,31.654554,0.0,24.533379,35.213364,18.8738,31.160574,19.540342,0.0,0.0,34.740948,0.0,0.0,0.0,0.0,0.0,0.0,33.739292,0.0,37.55174,1.6951102,0.0,0.0,23.055325,0.0,10.344555,3.9056792,31.554884,22.48662,0.0,0.0,40.619175,0.0,46.683643,0.0,24.605452,0.0,0.0,0.0,48.113045,54.608307,8.90417,7.214427,0.0,0.0,0.0,6.5697184,0.0,0.0,0.0,0.0,0.015262293,0.0,0.0,11.763022,0.0,10.666151,0.0,2.4538116,0.0,43.43178,1.2577621,0.0,48.145935,0.4245915,14.0079,0.0,18.939753,2.679713,0.0,0.0,0.0,0.0,0.0,35.423573,0.0,0.0,0.0,0.0,0.0,0.0,11.378353,0.0,0.0
044.png,1,0.0,0.0,0.0,7.7291603,5.8347373,0.0,0.0,4.510776,0.0,0.0,0.0,0.0,0.0,0.0,13.781515,0.0,12.395524,0.0,11.101244,0.3082356,1.0520556,0.0,0.0,0.0,18.112028,0.0,6.0120277,0.0,0.0,0.0,0.0,0.6117662,0.0,11.347263,11.429586,0.0,0.0,0.0,7.2708497,0.0,0.0,0.0,0.0,0.0,0.0,9.133086,0.0,6.7916117,10.694798,5.7012444,9.681565,5.8905206,0.0,0.0,10.862233,0.05117434,0.0,0.0,0.0,0.0,0.0,10.606868,0.0,12.131963,0.020482272,0.0,0.0,6.6810822,0.0,2.9288592,1.6092134,9.872634,7.0301657,0.0,0.0,12.403422,0.0,14.753164,0.0,7.8858237,0.0,0.0,0.0,14.32943,16.828173,2.232292,2.293022,0.0,0.0,0.0,1.7808574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2085934,0.0,3.2564669,0.0,0.62408304,0.0,12.773516,0.78970265,0.0,14.478839,0.36481473,3.8720372,0.0,5.007365,0.4829551,0.0,0.0,0.0,0.0,0.0,9.796704,0.0,0.0,0.0,0.0,0.0,0.0,3.2058594,0.0,0.0
